,ColCode,ColDescr,ColType,DataValue,NoteRef,RowCode,RowDescr,RowType,TableID,Year
6608,48TW,Transportation and warehousing,Industry,51971,47,PROF,Professional and business services,Commodity,47,2010
6609,44RT,Retail trade,Industry,127834,47,PROF,Professional and business services,Commodity,47,2010
6610,F050,Imports of goods and services,Industry,-81627,47,PROF,Professional and business services,Commodity,47,2010
6611,F100,Government consumption expenditures and gross investment,Industry,181780,47,PROF,Professional and business services,Commodity,47,2010
6612,F020,Private fixed investment,Industry,490882,47,PROF,Professional and business services,Commodity,47,2010
6613,31G,Manufacturing,Industry,310508,47,PROF,Professional and business services,Commodity,47,2010
6614,F010,Personal consumption expenditures,Industry,208265,47,PROF,Professional and business services,Commodity,47,2010
6615,TOTII,Total Intermediate,Industry,2312899,47,PROF,Professional and business services,Commodity,47,2010
6616,TOTFU,Total Final Uses (GDP),Industry,911048,47,PROF,Professional and business services,Commodity,47,2010
6617,TOTCOMOUT,Total Commodity Output,Industry,3223948,47,PROF,Professional and business services,Commodity,47,2010
6618,51,Information,Industry,121431,47,PROF,Professional and business services,Commodity,47,2010
6619,G,Government,Industry,299379,47,PROF,Professional and business services,Commodity,47,2010
6620,11,"Agriculture, forestry, fishing, and hunting",Industry,3541,47,PROF,Professional and business services,Commodity,47,2010
6621,6,"Educational services, health care, and social assistance",Industry,190397,47,PROF,Professional and business services,Commodity,47,2010
6622,81,"Other services, except government",Industry,226836,47,TOTII,Total Intermediate,Commodity,47,2010
6623,22,Utilities,Industry,156564,47,TOTII,Total Intermediate,Commodity,47,2010
6624,PROF,Professional and business services,Industry,1061186,47,TOTII,Total Intermediate,Commodity,47,2010
6625,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,446985,47,TOTII,Total Intermediate,Commodity,47,2010
6626,21,Mining,Industry,131415,47,TOTII,Total Intermediate,Commodity,47,2010
6627,23,Construction,Industry,472694,47,TOTII,Total Intermediate,Commodity,47,2010
6628,48TW,Transportation and warehousing,Industry,420677,47,TOTII,Total Intermediate,Commodity,47,2010
6629,42,Wholesale trade,Industry,372840,47,TOTII,Total Intermediate,Commodity,47,2010
6630,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1588026,47,TOTII,Total Intermediate,Commodity,47,2010
6631,31G,Manufacturing,Industry,3144169,47,TOTII,Total Intermediate,Commodity,47,2010
6632,44RT,Retail trade,Industry,431822,47,TOTII,Total Intermediate,Commodity,47,2010
6633,11,"Agriculture, forestry, fishing, and hunting",Industry,213435,47,TOTII,Total Intermediate,Commodity,47,2010
6634,6,"Educational services, health care, and social assistance",Industry,794038,47,TOTII,Total Intermediate,Commodity,47,2010
6635,G,Government,Industry,1144113,47,TOTII,Total Intermediate,Commodity,47,2010
6636,51,Information,Industry,524342,47,TOTII,Total Intermediate,Commodity,47,2010
6637,TOTII,Total Intermediate,Industry,11129142,47,TOTII,Total Intermediate,Commodity,47,2010
6638,23,Construction,Industry,1081833,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6639,21,Mining,Industry,449234,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6640,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,1021252,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6641,PROF,Professional and business services,Industry,3001083,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6642,22,Utilities,Industry,420629,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6643,81,"Other services, except government",Industry,664330,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6644,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,4549507,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6645,42,Wholesale trade,Industry,1225545,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6646,F040,Exports of goods and services,Industry,1656617,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6647,48TW,Transportation and warehousing,Industry,845820,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6648,44RT,Retail trade,Industry,1214563,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6649,F050,Imports of goods and services,Industry,-2169274,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6650,F100,Government consumption expenditures and gross investment,Industry,3174026,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6651,31G,Manufacturing,Industry,4849818,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6652,F010,Personal consumption expenditures,Industry,10202191,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6653,F020,Private fixed investment,Industry,2039285,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6654,F030,Change in private inventories,Industry,61528,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6655,TOTCOMOUT,Total Commodity Output,Industry,26093515,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6656,51,Information,Industry,1234972,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6657,G,Government,Industry,3164119,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6658,6,"Educational services, health care, and social assistance",Industry,1995914,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6659,11,"Agriculture, forestry, fishing, and hunting",Industry,374896,47,TOTINDOUT,Total Industry Output,Commodity,47,2010
6660,81,"Other services, except government",Industry,437494,47,TOTVA,Total Value Added,Commodity,47,2010
6661,22,Utilities,Industry,264065,47,TOTVA,Total Value Added,Commodity,47,2010
6662,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,574268,47,TOTVA,Total Value Added,Commodity,47,2010
6663,PROF,Professional and business services,Industry,1939897,47,TOTVA,Total Value Added,Commodity,47,2010
6664,21,Mining,Industry,317819,47,TOTVA,Total Value Added,Commodity,47,2010
6665,48TW,Transportation and warehousing,Industry,425142,47,TOTVA,Total Value Added,Commodity,47,2010
6666,42,Wholesale trade,Industry,852705,47,TOTVA,Total Value Added,Commodity,47,2010
6667,31G,Manufacturing,Industry,1705648,47,TOTVA,Total Value Added,Commodity,47,2010
6668,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,2961481,47,TOTVA,Total Value Added,Commodity,47,2010
6669,23,Construction,Industry,609139,47,TOTVA,Total Value Added,Commodity,47,2010
6670,44RT,Retail trade,Industry,782741,47,TOTVA,Total Value Added,Commodity,47,2010
6671,11,"Agriculture, forestry, fishing, and hunting",Industry,161461,47,TOTVA,Total Value Added,Commodity,47,2010
6672,6,"Educational services, health care, and social assistance",Industry,1201876,47,TOTVA,Total Value Added,Commodity,47,2010
6673,G,Government,Industry,2020007,47,TOTVA,Total Value Added,Commodity,47,2010
6674,51,Information,Industry,710630,47,TOTVA,Total Value Added,Commodity,47,2010
6675,TOTFU,Total Final Uses (GDP),Industry,14964373,47,TOTVA,Total Value Added,Commodity,47,2010
6676,21,Mining,Industry,13,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6677,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,72,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6678,PROF,Professional and business services,Industry,369,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6679,22,Utilities,Industry,79,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6680,81,"Other services, except government",Industry,634,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6681,23,Construction,Industry,56,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6682,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,-30,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6683,42,Wholesale trade,Industry,0,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6684,F040,Exports of goods and services,Industry,31025,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6685,48TW,Transportation and warehousing,Industry,492,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6686,44RT,Retail trade,Industry,6,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6687,F050,Imports of goods and services,Industry,-12112,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6688,F100,Government consumption expenditures and gross investment,Industry,11965,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6689,F010,Personal consumption expenditures,Industry,59494,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6690,31G,Manufacturing,Industry,15850,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6691,F030,Change in private inventories,Industry,4189,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6692,F020,Private fixed investment,Industry,-102533,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6693,TOTCOMOUT,Total Commodity Output,Industry,9554,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6694,TOTII,Total Intermediate,Industry,17527,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6695,TOTFU,Total Final Uses (GDP),Industry,-7973,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6696,51,Information,Industry,1,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6697,G,Government,Industry,-26,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6698,6,"Educational services, health care, and social assistance",Industry,52,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6699,11,"Agriculture, forestry, fishing, and hunting",Industry,-41,47,Used,"Scrap, used and secondhand goods",Commodity,47,2010
6700,23,Construction,Industry,392980,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6701,81,"Other services, except government",Industry,311918,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6702,21,Mining,Industry,61163,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6703,22,Utilities,Industry,65902,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6704,51,Information,Industry,223204,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6705,TOTII,Total Intermediate,Industry,7969481,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6706,42,Wholesale trade,Industry,379579,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6707,44RT,Retail trade,Industry,415514,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6708,31G,Manufacturing,Industry,749942,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6709,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,666068,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6710,48TW,Transportation and warehousing,Industry,246508,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6711,11,"Agriculture, forestry, fishing, and hunting",Industry,41984,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6712,PROF,Professional and business services,Industry,1404388,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6713,G,Government,Industry,1649285,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6714,6,"Educational services, health care, and social assistance",Industry,1009182,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6715,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,351867,47,V001,Compensation of employees                                                       ,Commodity,47,2010
6716,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,77017,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6717,21,Mining,Industry,33420,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6718,PROF,Professional and business services,Industry,42432,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6719,22,Utilities,Industry,55754,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6720,81,"Other services, except government",Industry,25011,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6721,23,Construction,Industry,7456,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6722,42,Wholesale trade,Industry,167577,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6723,48TW,Transportation and warehousing,Industry,22603,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6724,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,270669,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6725,44RT,Retail trade,Industry,172417,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6726,31G,Manufacturing,Industry,76310,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6727,51,Information,Industry,43421,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6728,TOTII,Total Intermediate,Industry,1001249,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6729,G,Government,Industry,-20781,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6730,11,"Agriculture, forestry, fishing, and hunting",Industry,-2216,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6731,6,"Educational services, health care, and social assistance",Industry,30159,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2010
6732,81,"Other services, except government",Industry,100566,47,V003,Gross operating surplus,Commodity,47,2010
6733,23,Construction,Industry,208703,47,V003,Gross operating surplus,Commodity,47,2010
6734,22,Utilities,Industry,142410,47,V003,Gross operating surplus,Commodity,47,2010
6735,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,145384,47,V003,Gross operating surplus,Commodity,47,2010
6736,PROF,Professional and business services,Industry,493076,47,V003,Gross operating surplus,Commodity,47,2010
6737,21,Mining,Industry,223237,47,V003,Gross operating surplus,Commodity,47,2010
6738,51,Information,Industry,444005,47,V003,Gross operating surplus,Commodity,47,2010
6739,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,2024745,47,V003,Gross operating surplus,Commodity,47,2010
6740,TOTII,Total Intermediate,Industry,5993643,47,V003,Gross operating surplus,Commodity,47,2010
6741,48TW,Transportation and warehousing,Industry,156032,47,V003,Gross operating surplus,Commodity,47,2010
6742,42,Wholesale trade,Industry,305549,47,V003,Gross operating surplus,Commodity,47,2010
6743,31G,Manufacturing,Industry,879396,47,V003,Gross operating surplus,Commodity,47,2010
6744,44RT,Retail trade,Industry,194809,47,V003,Gross operating surplus,Commodity,47,2010
6745,11,"Agriculture, forestry, fishing, and hunting",Industry,121692,47,V003,Gross operating surplus,Commodity,47,2010
6746,G,Government,Industry,391503,47,V003,Gross operating surplus,Commodity,47,2010
6747,6,"Educational services, health care, and social assistance",Industry,162535,47,V003,Gross operating surplus,Commodity,47,2010
6748,21,Mining,Industry,174,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6749,22,Utilities,Industry,0,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6750,81,"Other services, except government",Industry,77,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6751,23,Construction,Industry,1723,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6752,F010,Personal consumption expenditures,Industry,71993,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6753,42,Wholesale trade,Industry,26,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6754,44RT,Retail trade,Industry,1459,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6755,F050,Imports of goods and services,Industry,-50391,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6756,TOTCOMOUT,Total Commodity Output,Industry,437162,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6757,TOTFU,Total Final Uses (GDP),Industry,82562,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6758,TOTII,Total Intermediate,Industry,354600,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6759,F040,Exports of goods and services,Industry,59163,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6760,51,Information,Industry,1,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6761,F030,Change in private inventories,Industry,1797,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6762,31G,Manufacturing,Industry,253465,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6763,48TW,Transportation and warehousing,Industry,67,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6764,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,9,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6765,6,"Educational services, health care, and social assistance",Industry,694,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6766,G,Government,Industry,1900,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6767,PROF,Professional and business services,Industry,1336,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6768,11,"Agriculture, forestry, fishing, and hunting",Industry,87033,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6769,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,6636,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2011
6770,81,"Other services, except government",Industry,604,47,21,Mining,Commodity,47,2011
6771,23,Construction,Industry,10043,47,21,Mining,Commodity,47,2011
6772,22,Utilities,Industry,44772,47,21,Mining,Commodity,47,2011
6773,21,Mining,Industry,45382,47,21,Mining,Commodity,47,2011
6774,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,1461,47,21,Mining,Commodity,47,2011
6775,PROF,Professional and business services,Industry,1572,47,21,Mining,Commodity,47,2011
6776,F010,Personal consumption expenditures,Industry,262,47,21,Mining,Commodity,47,2011
6777,48TW,Transportation and warehousing,Industry,3617,47,21,Mining,Commodity,47,2011
6778,TOTCOMOUT,Total Commodity Output,Industry,510213,47,21,Mining,Commodity,47,2011
6779,TOTFU,Total Final Uses (GDP),Industry,-208237,47,21,Mining,Commodity,47,2011
6780,TOTII,Total Intermediate,Industry,718450,47,21,Mining,Commodity,47,2011
6781,F040,Exports of goods and services,Industry,30763,47,21,Mining,Commodity,47,2011
6782,42,Wholesale trade,Industry,105,47,21,Mining,Commodity,47,2011
6783,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,4212,47,21,Mining,Commodity,47,2011
6784,44RT,Retail trade,Industry,139,47,21,Mining,Commodity,47,2011
6785,F050,Imports of goods and services,Industry,-352575,47,21,Mining,Commodity,47,2011
6786,31G,Manufacturing,Industry,584179,47,21,Mining,Commodity,47,2011
6787,F030,Change in private inventories,Industry,-568,47,21,Mining,Commodity,47,2011
6788,F020,Private fixed investment,Industry,113882,47,21,Mining,Commodity,47,2011
6789,G,Government,Industry,19334,47,21,Mining,Commodity,47,2011
6790,11,"Agriculture, forestry, fishing, and hunting",Industry,2214,47,21,Mining,Commodity,47,2011
6791,51,Information,Industry,264,47,21,Mining,Commodity,47,2011
6792,6,"Educational services, health care, and social assistance",Industry,550,47,21,Mining,Commodity,47,2011
6793,PROF,Professional and business services,Industry,10316,47,22,Utilities,Commodity,47,2011
6794,21,Mining,Industry,4049,47,22,Utilities,Commodity,47,2011
6795,22,Utilities,Industry,1687,47,22,Utilities,Commodity,47,2011
6796,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,12892,47,22,Utilities,Commodity,47,2011
6797,81,"Other services, except government",Industry,3950,47,22,Utilities,Commodity,47,2011
6798,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,78362,47,22,Utilities,Commodity,47,2011
6799,42,Wholesale trade,Industry,5074,47,22,Utilities,Commodity,47,2011
6800,31G,Manufacturing,Industry,56775,47,22,Utilities,Commodity,47,2011
6801,F040,Exports of goods and services,Industry,1826,47,22,Utilities,Commodity,47,2011
6802,48TW,Transportation and warehousing,Industry,5345,47,22,Utilities,Commodity,47,2011
6803,23,Construction,Industry,2425,47,22,Utilities,Commodity,47,2011
6804,F010,Personal consumption expenditures,Industry,254305,47,22,Utilities,Commodity,47,2011
6805,F050,Imports of goods and services,Industry,-2214,47,22,Utilities,Commodity,47,2011
6806,44RT,Retail trade,Industry,11741,47,22,Utilities,Commodity,47,2011
6807,51,Information,Industry,4015,47,22,Utilities,Commodity,47,2011
6808,TOTCOMOUT,Total Commodity Output,Industry,506813,47,22,Utilities,Commodity,47,2011
6809,TOTFU,Total Final Uses (GDP),Industry,253917,47,22,Utilities,Commodity,47,2011
6810,TOTII,Total Intermediate,Industry,252897,47,22,Utilities,Commodity,47,2011
6811,6,"Educational services, health care, and social assistance",Industry,23323,47,22,Utilities,Commodity,47,2011
6812,11,"Agriculture, forestry, fishing, and hunting",Industry,3937,47,22,Utilities,Commodity,47,2011
6813,G,Government,Industry,29007,47,22,Utilities,Commodity,47,2011
6814,23,Construction,Industry,145,47,23,Construction,Commodity,47,2011
6815,81,"Other services, except government",Industry,3447,47,23,Construction,Commodity,47,2011
6816,22,Utilities,Industry,6633,47,23,Construction,Commodity,47,2011
6817,21,Mining,Industry,4288,47,23,Construction,Commodity,47,2011
6818,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,117156,47,23,Construction,Commodity,47,2011
6819,51,Information,Industry,2535,47,23,Construction,Commodity,47,2011
6820,TOTCOMOUT,Total Commodity Output,Industry,1077792,47,23,Construction,Commodity,47,2011
6821,TOTFU,Total Final Uses (GDP),Industry,848636,47,23,Construction,Commodity,47,2011
6822,TOTII,Total Intermediate,Industry,229157,47,23,Construction,Commodity,47,2011
6823,F040,Exports of goods and services,Industry,103,47,23,Construction,Commodity,47,2011
6824,42,Wholesale trade,Industry,1178,47,23,Construction,Commodity,47,2011
6825,48TW,Transportation and warehousing,Industry,4198,47,23,Construction,Commodity,47,2011
6826,F100,Government consumption expenditures and gross investment,Industry,296025,47,23,Construction,Commodity,47,2011
6827,31G,Manufacturing,Industry,12980,47,23,Construction,Commodity,47,2011
6828,F020,Private fixed investment,Industry,552507,47,23,Construction,Commodity,47,2011
6829,44RT,Retail trade,Industry,2235,47,23,Construction,Commodity,47,2011
6830,PROF,Professional and business services,Industry,1821,47,23,Construction,Commodity,47,2011
6831,11,"Agriculture, forestry, fishing, and hunting",Industry,2268,47,23,Construction,Commodity,47,2011
6832,G,Government,Industry,65796,47,23,Construction,Commodity,47,2011
6833,6,"Educational services, health care, and social assistance",Industry,2182,47,23,Construction,Commodity,47,2011
6834,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,2293,47,23,Construction,Commodity,47,2011
6835,PROF,Professional and business services,Industry,141876,47,31G,Manufacturing,Commodity,47,2011
6836,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,144777,47,31G,Manufacturing,Commodity,47,2011
6837,21,Mining,Industry,41400,47,31G,Manufacturing,Commodity,47,2011
6838,22,Utilities,Industry,19982,47,31G,Manufacturing,Commodity,47,2011
6839,23,Construction,Industry,251277,47,31G,Manufacturing,Commodity,47,2011
6840,81,"Other services, except government",Industry,60677,47,31G,Manufacturing,Commodity,47,2011
6841,F010,Personal consumption expenditures,Industry,1791183,47,31G,Manufacturing,Commodity,47,2011
6842,42,Wholesale trade,Industry,43487,47,31G,Manufacturing,Commodity,47,2011
6843,F040,Exports of goods and services,Industry,948508,47,31G,Manufacturing,Commodity,47,2011
6844,TOTCOMOUT,Total Commodity Output,Industry,5432507,47,31G,Manufacturing,Commodity,47,2011
6845,48TW,Transportation and warehousing,Industry,167712,47,31G,Manufacturing,Commodity,47,2011
6846,TOTII,Total Intermediate,Industry,3528086,47,31G,Manufacturing,Commodity,47,2011
6847,TOTFU,Total Final Uses (GDP),Industry,1904421,47,31G,Manufacturing,Commodity,47,2011
6848,51,Information,Industry,90428,47,31G,Manufacturing,Commodity,47,2011
6849,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,44734,47,31G,Manufacturing,Commodity,47,2011
6850,44RT,Retail trade,Industry,42709,47,31G,Manufacturing,Commodity,47,2011
6851,F030,Change in private inventories,Industry,34217,47,31G,Manufacturing,Commodity,47,2011
6852,F020,Private fixed investment,Industry,687232,47,31G,Manufacturing,Commodity,47,2011
6853,31G,Manufacturing,Industry,1856561,47,31G,Manufacturing,Commodity,47,2011
6854,F100,Government consumption expenditures and gross investment,Industry,122139,47,31G,Manufacturing,Commodity,47,2011
6855,F050,Imports of goods and services,Industry,-1678858,47,31G,Manufacturing,Commodity,47,2011
6856,6,"Educational services, health care, and social assistance",Industry,179433,47,31G,Manufacturing,Commodity,47,2011
6857,11,"Agriculture, forestry, fishing, and hunting",Industry,86467,47,31G,Manufacturing,Commodity,47,2011
6858,G,Government,Industry,356565,47,31G,Manufacturing,Commodity,47,2011
6859,81,"Other services, except government",Industry,9418,47,42,Wholesale trade,Commodity,47,2011
6860,22,Utilities,Industry,3662,47,42,Wholesale trade,Commodity,47,2011
6861,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,22325,47,42,Wholesale trade,Commodity,47,2011
6862,21,Mining,Industry,6502,47,42,Wholesale trade,Commodity,47,2011
6863,PROF,Professional and business services,Industry,22870,47,42,Wholesale trade,Commodity,47,2011
6864,11,"Agriculture, forestry, fishing, and hunting",Industry,21812,47,42,Wholesale trade,Commodity,47,2011
6865,48TW,Transportation and warehousing,Industry,28887,47,42,Wholesale trade,Commodity,47,2011
6866,F030,Change in private inventories,Industry,2936,47,42,Wholesale trade,Commodity,47,2011
6867,F040,Exports of goods and services,Industry,143949,47,42,Wholesale trade,Commodity,47,2011
6868,31G,Manufacturing,Industry,258950,47,42,Wholesale trade,Commodity,47,2011
6869,42,Wholesale trade,Industry,31999,47,42,Wholesale trade,Commodity,47,2011
6870,F050,Imports of goods and services,Industry,31870,47,42,Wholesale trade,Commodity,47,2011
6871,44RT,Retail trade,Industry,20241,47,42,Wholesale trade,Commodity,47,2011
6872,F100,Government consumption expenditures and gross investment,Industry,15876,47,42,Wholesale trade,Commodity,47,2011
6873,23,Construction,Industry,40920,47,42,Wholesale trade,Commodity,47,2011
6874,F010,Personal consumption expenditures,Industry,401655,47,42,Wholesale trade,Commodity,47,2011
6875,F020,Private fixed investment,Industry,145980,47,42,Wholesale trade,Commodity,47,2011
6876,G,Government,Industry,40534,47,42,Wholesale trade,Commodity,47,2011
6877,TOTII,Total Intermediate,Industry,585066,47,42,Wholesale trade,Commodity,47,2011
6878,51,Information,Industry,22418,47,42,Wholesale trade,Commodity,47,2011
6879,TOTFU,Total Final Uses (GDP),Industry,742267,47,42,Wholesale trade,Commodity,47,2011
6880,TOTCOMOUT,Total Commodity Output,Industry,1327333,47,42,Wholesale trade,Commodity,47,2011
6881,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,16975,47,42,Wholesale trade,Commodity,47,2011
6882,6,"Educational services, health care, and social assistance",Industry,37553,47,42,Wholesale trade,Commodity,47,2011
6883,PROF,Professional and business services,Industry,2198,47,44RT,Retail trade,Commodity,47,2011
6884,21,Mining,Industry,209,47,44RT,Retail trade,Commodity,47,2011
6885,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,6974,47,44RT,Retail trade,Commodity,47,2011
6886,22,Utilities,Industry,332,47,44RT,Retail trade,Commodity,47,2011
6887,81,"Other services, except government",Industry,6528,47,44RT,Retail trade,Commodity,47,2011
6888,23,Construction,Industry,70515,47,44RT,Retail trade,Commodity,47,2011
6889,42,Wholesale trade,Industry,480,47,44RT,Retail trade,Commodity,47,2011
6890,48TW,Transportation and warehousing,Industry,4374,47,44RT,Retail trade,Commodity,47,2011
6891,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,4474,47,44RT,Retail trade,Commodity,47,2011
6892,F020,Private fixed investment,Industry,40523,47,44RT,Retail trade,Commodity,47,2011
6893,F010,Personal consumption expenditures,Industry,1098181,47,44RT,Retail trade,Commodity,47,2011
6894,31G,Manufacturing,Industry,12762,47,44RT,Retail trade,Commodity,47,2011
6895,44RT,Retail trade,Industry,4722,47,44RT,Retail trade,Commodity,47,2011
6896,TOTII,Total Intermediate,Industry,115563,47,44RT,Retail trade,Commodity,47,2011
6897,TOTFU,Total Final Uses (GDP),Industry,1138704,47,44RT,Retail trade,Commodity,47,2011
6898,TOTCOMOUT,Total Commodity Output,Industry,1254267,47,44RT,Retail trade,Commodity,47,2011
6899,51,Information,Industry,327,47,44RT,Retail trade,Commodity,47,2011
6900,G,Government,Industry,197,47,44RT,Retail trade,Commodity,47,2011
